rank	concept	char	languages	english
48188	01747713-a	🬳	5	palpable
48189	01748152-a	🬴	5	
48190	01748264-n	🬵	5	
48191	01749742-n	🬶	5	black mamba
48192	01750437-n	🬷	5	tiger snake
48193	01751036-n	🬸	5	krait
48194	01753488-n	🬹	5	
48195	01754049-a	🬺	5	
48196	01754737-n	🬻	5	
48197	01756149-v	🬼	5	
48198	01756277-v	🬽	5	
48199	01758276-v	🬾	5	blast
48200	01760677-v	🬿	5	
48201	01762963-v	🭀	5	
48202	01764745-a	🭁	5	
48203	01766273-v	🭂	5	
48204	01768596-n	🭃	5	chelicera
48205	01769635-n	🭄	5	
48206	01769693-v	🭅	5	
48207	01770263-n	🭆	5	
48208	01771194-v	🭇	5	
48209	01772960-v	🭈	5	
48210	01773665-a	🭉	5	
48211	01773825-v	🭊	5	
48212	01777107-v	🭋	5	
48213	01779193-a	🭌	5	
48214	01779340-n	🭍	5	
48215	01780104-v	🭎	5	
48216	01780434-v	🭏	5	
48217	01781071-n	🭐	5	chigger
48218	01781882-a	🭑	5	
48219	01781983-v	🭒	5	
48220	01782432-v	🭓	5	
48221	01783017-n	🭔	5	
48222	01783394-v	🭕	5	
48223	01784017-a	🭖	5	
48224	01784217-a	🭗	5	
48225	01784427-n	🭘	5	
48226	01785579-v	🭙	5	
48227	01785906-a	🭚	5	
48228	01786133-a	🭛	5	
48229	01786402-n	🭜	5	
48230	01787006-n	🭝	5	sea spider
48231	01787191-n	🭞	5	
48232	01787600-v	🭟	5	madden
48233	01788048-a	🭠	5	
48234	01788705-a	🭡	5	
48235	01788730-n	🭢	5	
48236	01789386-n	🭣	5	
48237	01791954-n	🭤	5	
48238	01793405-a	🭥	5	
48239	01793818-n	🭦	5	
48240	01793933-v	🭧	5	
48241	01793988-n	🭨	5	
48242	01794344-n	🭩	5	tom
48243	01794771-a	🭪	5	
48244	01794813-n	🭫	5	
48245	01795333-v	🭬	5	
48246	01795933-a	🭭	5	
48247	01796019-n	🭮	5	blackcock
48248	01796800-v	🭯	5	
48249	01796870-n	🭰	5	
48250	01797862-a	🭱	5	
48251	01801697-v	🭲	5	humble
48252	01802159-n	🭳	5	
48253	01802721-n	🭴	5	phasianid
48254	01802895-n	🭵	5	
48255	01803247-a	🭶	5	
48256	01803583-a	🭷	5	
48257	01805355-a	🭸	5	
48258	01805730-a	🭹	5	delighted
48259	01806271-v	🭺	5	
48260	01807075-a	🭻	5	
48261	01807105-n	🭼	5	tragopan
48262	01807170-v	🭽	5	
48263	01808140-n	🭾	5	red-legged partridge
48264	01808218-v	🭿	5	
48265	01808291-n	🮀	5	
48266	01809019-a	🮁	5	disconcerting
48267	01809245-a	🮂	5	
48268	01810700-n	🮃	5	
48269	01811542-n	🮄	5	solitaire
48270	01812866-n	🮅	5	
48271	01813256-n	🮆	5	
48272	01813668-v	🮇	5	
48273	01814074-v	🮈	5	
48274	01814217-n	🮉	5	mourning dove
48275	01814252-a	🮊	5	inexpedient
48276	01814755-n	🮋	5	roller
48277	01815601-n	🮌	5	
48278	01816474-n	🮍	5	
48279	01816645-v	🮎	5	
48280	01817405-a	🮏	5	
48281	01817953-n	🮐	5	
48282	01818169-n	🮑	5	
48283	01820798-v	🮒	5	
48284	01822724-v	🮔	5	
48285	01824958-v	🮕	5	
48286	01825125-v	🮖	5	
48287	01825761-v	🮗	5	
48288	01827766-a	🮘	5	
48289	01827793-n	🮙	5	
48290	01828623-v	🮚	5	
48291	01829475-v	🮛	5	
48292	01833791-a	🮜	5	uncultivated
48293	01834213-v	🮝	5	ease
48294	01835103-v	🮞	5	
48295	01835769-n	🮟	5	
48296	01836117-a	🮠	5	working
48297	01837025-a	🮡	5	meshugge
48298	01839317-a	🮢	5	
48299	01839404-v	🮣	5	
48300	01839538-v	🮤	5	
48301	01839690-v	🮥	5	
48302	01840121-a	🮦	5	
48303	01840673-a	🮧	5	
48304	01842001-a	🮨	5	
48305	01842304-a	🮩	5	
48306	01843497-v	🮪	5	repair
48307	01843932-n	🮫	5	
48308	01847978-n	🮬	5	
48309	01848190-v	🮭	5	kite
48310	01848453-n	🮮	5	
48311	01850373-n	🮯	5	whistler
48312	01851996-n	🮰	5	
48313	01852666-a	🮱	5	
48314	01853039-a	🮲	5	
48315	01856225-n	🮳	5	
48316	01857079-n	🮴	5	
48317	01857956-a	🮵	5	
48318	01858023-n	🮶	5	
48319	01858780-n	🮷	5	cob
48320	01859496-n	🮸	5	
48321	01859801-a	🮹	5	
48322	01859995-v	🮺	5	
48323	01863066-a	🮻	5	
48324	01863970-a	🮼	5	
48325	01864438-v	🮽	5	
48326	01864634-v	🮾	5	
48327	01864666-a	🮿	5	
48328	01864865-v	🯀	5	
48329	01866429-a	🯁	5	
48330	01867072-v	🯂	5	
48331	01868139-v	🯃	5	trundle
48332	01868258-v	🯄	5	
48333	01868470-a	🯅	5	inimitable
48334	01869634-a	🯆	5	
48335	01871321-v	🯇	5	
48336	01871349-a	🯈	5	
48337	01872772-n	🯉	5	
48338	01873144-n	🯊	5	
48339	01873942-v	🯋	5	
48340	01873982-n	🯌	5	
48341	01875313-n	🯍	5	
48342	01875437-a	🯎	5	
48343	01875929-a	🯏	5	chinless
48344	01876843-n	🯐	5	
48345	01876907-v	🯑	5	
48346	01877620-v	🯒	5	
48347	01877919-a	🯓	5	regressive
48348	01879777-v	🯔	5	
48349	01881171-n	🯕	5	
48350	01882754-a	🯖	5	
48351	01883325-a	🯗	5	
48352	01884126-v	🯘	5	
48353	01886783-a	🯙	5	
48354	01887638-a	🯚	5	
48355	01888045-n	🯛	5	
48356	01888284-a	🯜	5	evasive
48357	01890382-a	🯝	5	
48358	01891092-v	🯞	5	
48359	01893601-v	🯟	5	
48360	01893666-n	🯠	5	
48361	01894207-n	🯡	5	
48362	01895757-v	🯢	5	
48363	01896046-a	🯣	5	
48364	01896844-n	🯤	5	eiderdown
48365	01897991-n	🯥	5	vane
48366	01898490-a	🯦	5	
48367	01902274-n	🯧	5	horseback
48368	01902468-a	🯨	5	
48369	01903160-a	🯩	5	
48370	01903562-v	🯪	5	
48371	01903756-v	🯫	5	
48372	01905416-n	🯬	5	
48373	01906320-a	🯭	5	
48374	01906322-v	🯮	5	
48375	01908539-a	🯯	5	
48376	01910529-n	🯰	5	
48377	01911232-v	🯱	5	
48378	01913166-n	🯲	5	man-of-war
48379	01913838-n	🯳	5	
48380	01914792-v	🯴	5	
48381	01915730-v	🯵	5	
48382	01918304-v	🯶	5	
48383	01923058-v	🯷	5	rappel
48384	01923637-n	🯸	5	
48385	01923909-v	🯹	5	
48386	01924148-v	µ	5	
48387	01924267-v	ʹ	5	buzz
48388	01927747-v	ʺ	5	
48389	01928154-v	ʼ	5	
48390	01928608-a	ʽ	5	
48391	01928737-n	ʾ	5	
48392	01929047-n	ʿ	5	
48393	01929186-n	ˀ	5	rotifer
48394	01934205-v	ˁ	5	
48395	01936997-a	ˆ	5	
48396	01937795-v	ˇ	5	skateboard
48397	01938322-a	ˉ	5	
48398	01938850-n	ˊ	5	
48399	01939402-a	ˋ	5	
48400	01939598-n	ˌ	5	
48401	01939784-a	ˍ	5	
48402	01941030-n	ˎ	5	
48403	01941604-a	ˏ	5	
48404	01942724-n	ː	5	
48405	01943087-n	ˑ	5	
48406	01943718-v	ˬ	5	
48407	01945010-a	ˮ	5	indefensible
48408	01947266-a	ʹ	5	
48409	01948872-v	ᳩ	5	
48410	01949007-v	ᳪ	5	
48411	01949110-v	ᳫ	5	bus
48412	01950195-n	ᳬ	5	
48413	01950657-v	ᳮ	5	railroad
48414	01950731-n	ᳯ	5	
48415	01951274-n	ᳰ	5	sea hare
48416	01951937-v	ᳱ	5	
48417	01952162-n	ᳲ	5	
48418	01954340-n	ᳳ	5	
48419	01954729-n	ᳵ	5	
48420	01954943-a	ᳶ	5	
48421	01956523-a	ᳺ	5	
48422	01958615-v	ℂ	5	
48423	01959492-n	ℇ	5	
48424	01960076-a	ℊ	5	
48425	01960310-a	ℋ	5	
48426	01963509-a	ℌ	5	
48427	01963688-a	ℍ	5	maintainable
48428	01963958-a	ℎ	5	repeatable
48429	01964788-v	ℏ	5	
48430	01967634-v	ℐ	5	
48431	01968591-n	ℑ	5	
48432	01969103-n	ℒ	5	
48433	01970777-a	ℓ	5	
48434	01971620-n	ℕ	5	
48435	01973311-a	ℙ	5	
48436	01973932-v	ℚ	5	
48437	01973969-a	ℛ	5	connate
48438	01974740-a	ℜ	5	
48439	01974979-a	ℝ	5	orthogonal
48440	01976384-v	ℤ	5	
48441	01977080-v	ℨ	5	
48442	01980300-v	ℬ	5	
48443	01983006-v	ℭ	5	
48444	01983674-n	ℯ	5	
48445	01984574-v	ℰ	5	
48446	01984734-v	ℱ	5	
48447	01986134-a	ℳ	5	hospitable
48448	01986349-a	ℴ	5	closed
48449	01986926-a	ℵ	5	
48450	01987058-v	ℶ	5	
48451	01987353-n	ℷ	5	
48452	01989012-a	ℸ	5	resistible
48453	01989701-n	ℼ	5	
48454	01990007-n	ℽ	5	
48455	01990172-a	ℾ	5	
48456	01991520-n	ℿ	5	pill bug
48457	01992149-a	ⅅ	5	
48458	01992712-a	ⅆ	5	
48459	01992773-n	ⅇ	5	
48460	01993549-v	ⅈ	5	
48461	01993598-a	ⅉ	5	
48462	01993668-v	ⸯ	5	
48463	01993805-v	〆	5	
48464	01995137-n	〱	5	
48465	01996188-v	〲	5	
48466	01996585-n	〳	5	
48467	01997020-v	〴	5	countermarch
48468	01997698-n	〵	5	
48469	01998019-n	〼	5	
48470	01999186-n	ꜗ	5	
48471	01999306-a	ꜘ	5	
48472	01999374-n	ꜙ	5	
48473	02000298-a	ꜚ	5	
48474	02000406-a	ꜛ	5	
48475	02000680-a	ꜜ	5	
48476	02001596-a	ꜝ	5	
48477	02002591-v	ꜞ	5	
48478	02003037-n	ꜟ	5	
48479	02004855-n	ꞈ	5	
48480	02006031-a	ꧏ	5	
48481	02006798-a	ｰ	5	
48482	02007067-a	ﾞ	5	webbed
48483	02008497-n	ﾟ	5	
48484	02010698-v	𝐀	5	
48485	02011320-a	𝐁	5	anechoic
48486	02011445-a	𝐂	5	
48487	02011460-n	𝐃	5	
48488	02011805-n	𝐄	5	
48489	02014646-n	𝐅	5	
48490	02015384-v	𝐆	5	
48491	02016001-a	𝐇	5	unrewarding
48492	02016145-a	𝐈	5	thankless
48493	02017372-a	𝐉	5	
48494	02017721-a	𝐊	5	
48495	02018207-n	𝐋	5	
48496	02018368-n	𝐌	5	
48497	02018524-v	𝐍	5	
48498	02018858-v	𝐎	5	
48499	02019190-n	𝐏	5	
48500	02020310-a	𝐐	5	
48501	02021235-a	𝐑	5	arhythmic
48502	02021532-v	𝐒	5	
48503	02022135-n	𝐓	5	
48504	02023133-n	𝐔	5	
48505	02024185-n	𝐕	5	
48506	02024411-a	𝐖	5	
48507	02025043-n	𝐗	5	
48508	02025353-v	𝐘	5	
48509	02025530-n	𝐙	5	
48510	02026785-a	𝐚	5	
48511	02027897-n	𝐛	5	
48512	02028263-a	𝐜	5	handless
48513	02028616-v	𝐝	5	
48514	02029047-a	𝐞	5	right
48515	02030764-v	𝐟	5	
48516	02031430-v	𝐠	5	
48517	02031826-v	𝐡	5	
48518	02032634-v	𝐢	5	
48519	02034004-v	𝐣	5	yaw
48520	02035559-v	𝐤	5	
48521	02036397-a	𝐥	5	
48522	02036399-n	𝐦	5	
48523	02037531-a	𝐧	5	
48524	02037869-n	𝐨	5	
48525	02038466-n	𝐩	5	
48526	02039413-v	𝐪	5	
48527	02039497-n	𝐫	5	
48528	02039544-v	𝐬	5	
48529	02041109-v	𝐭	5	
48530	02042843-v	𝐮	5	
48531	02043898-a	𝐯	5	
48532	02044178-n	𝐰	5	
48533	02044517-n	𝐱	5	
48534	02044596-v	𝐲	5	
48535	02044736-a	𝐳	5	
48536	02044745-v	𝐴	5	
48537	02044908-n	𝐵	5	
48538	02046441-v	𝐶	5	
48539	02046442-n	𝐷	5	
48540	02047045-n	𝐸	5	
48541	02047517-n	𝐹	5	
48542	02048514-n	𝐺	5	
48543	02048952-n	𝐻	5	
48544	02049672-n	𝐼	5	
48545	02049918-a	𝐽	5	
48546	02050841-a	𝐾	5	
48547	02051059-n	𝐿	5	
48548	02051547-v	𝑀	5	blunder
48549	02052204-n	𝑁	5	
48550	02052365-n	𝑂	5	
48551	02054251-n	𝑃	5	
48552	02054779-a	𝑄	5	unhallowed
48553	02055521-v	𝑅	5	
48554	02056209-v	𝑆	5	zoom
48555	02056300-v	𝑇	5	stampede
48556	02056761-a	𝑈	5	
48557	02057035-n	𝑉	5	
48558	02058933-n	𝑊	5	
48559	02060133-n	𝑋	5	
48560	02060588-v	𝑌	5	
48561	02060889-n	𝑍	5	
48562	02062991-n	𝑎	5	
48563	02063516-n	𝑏	5	
48564	02066028-v	𝑐	5	
48565	02069701-n	𝑑	5	
48566	02070342-a	𝑒	5	
48567	02070679-v	𝑓	5	
48568	02071627-v	𝑔	5	
48569	02072501-v	𝑖	5	
48570	02072923-a	𝑗	5	
48571	02073250-n	𝑘	5	
48572	02074673-a	𝑙	5	
48573	02076234-a	𝑚	5	
48574	02076280-v	𝑛	5	
48575	02076557-a	𝑜	5	manic-depressive
48576	02076857-v	𝑝	5	
48577	02076999-v	𝑞	5	
48578	02077253-a	𝑟	5	
48579	02077787-n	𝑠	5	
48580	02078011-a	𝑡	5	
48581	02078264-a	𝑢	5	satiable
48582	02079005-n	𝑣	5	
48583	02079706-n	𝑤	5	
48584	02082081-a	𝑥	5	
48585	02082355-v	𝑦	5	
48586	02082358-n	𝑧	5	
48587	02083908-a	𝑨	5	
48588	02084380-v	𝑩	5	
48589	02084587-v	𝑪	5	
48590	02086115-a	𝑫	5	
48591	02086910-n	𝑬	5	
48592	02088792-v	𝑭	5	
48593	02088949-v	𝑮	5	snap
48594	02089837-v	𝑯	5	
48595	02091032-n	𝑰	5	
48596	02091134-n	𝑱	5	
48597	02091165-v	𝑲	5	
48598	02091831-n	𝑳	5	
48599	02093088-v	𝑴	5	
48600	02093493-a	𝑵	5	
48601	02095727-n	𝑶	5	
48602	02095786-a	𝑷	5	
48603	02096051-n	𝑸	5	
48604	02096294-n	𝑹	5	
48605	02096585-n	𝑺	5	
48606	02096670-v	𝑻	5	
48607	02097029-a	𝑼	5	
48608	02097204-v	𝑽	5	
48609	02097925-v	𝑾	5	
48610	02098458-v	𝑿	5	
48611	02098827-v	𝒀	5	
48612	02099019-a	𝒁	5	
48613	02100176-v	𝒂	5	
48614	02100476-v	𝒃	5	
48615	02100566-a	𝒄	5	
48616	02100877-n	𝒅	5	
48617	02101649-v	𝒆	5	
48618	02101789-v	𝒇	5	
48619	02102796-a	𝒈	5	
48620	02104860-v	𝒉	5	snowboard
48621	02104882-n	𝒊	5	
48622	02105855-n	𝒋	5	
48623	02107312-n	𝒌	5	
48624	02107588-v	𝒍	5	
48625	02108551-n	𝒎	5	
48626	02109811-n	𝒏	5	
48627	02110063-n	𝒐	5	
48628	02110161-a	𝒑	5	
48629	02111981-a	𝒒	5	
48630	02112345-v	𝒓	5	ventilate
48631	02113023-n	𝒔	5	
48632	02113186-n	𝒕	5	
48633	02113449-a	𝒖	5	
48634	02114296-a	𝒗	5	
48635	02114548-n	𝒘	5	
48636	02114712-n	𝒙	5	
48637	02115775-n	𝒚	5	
48638	02116980-v	𝒛	5	
48639	02118793-v	𝒜	5	take notice
48640	02119634-n	𝒞	5	
48641	02119789-n	𝒟	5	
48642	02120505-n	𝒢	5	
48643	02121424-a	𝒥	5	
48644	02121735-a	𝒦	5	
48645	02122060-v	𝒩	5	
48646	02122430-n	𝒪	5	
48647	02122510-n	𝒫	5	
48648	02123118-a	𝒬	5	
48649	02123175-v	𝒮	5	
48650	02123478-n	𝒯	5	
48651	02123579-a	𝒰	5	
48652	02126951-n	𝒱	5	
48653	02127381-n	𝒲	5	
48654	02129908-a	𝒳	5	
48655	02130272-a	𝒴	5	
48656	02130672-a	𝒵	5	
48657	02132263-v	𝒶	5	
48658	02132420-v	𝒷	5	
48659	02134557-a	𝒸	5	
48660	02135487-v	𝒹	5	
48661	02135844-n	𝒻	5	
48662	02136802-a	𝒽	5	
48663	02137070-a	𝒾	5	
48664	02138042-n	𝒿	5	
48665	02138611-v	𝓀	5	flash
48666	02138647-n	𝓁	5	
48667	02139479-n	𝓂	5	
48668	02139740-v	𝓃	5	
48669	02140970-n	𝓅	5	
48670	02141021-a	𝓆	5	
48671	02141867-a	𝓇	5	nodular
48672	02143124-v	𝓈	5	ramp
48673	02144101-v	𝓉	5	
48674	02145084-n	𝓊	5	
48675	02145910-n	𝓋	5	
48676	02146201-n	𝓌	5	
48677	02146526-n	𝓍	5	
48678	02147173-n	𝓎	5	
48679	02147328-n	𝓏	5	
48680	02147962-v	𝓐	5	
48681	02149787-a	𝓑	5	
48682	02151940-n	𝓒	5	
48683	02152212-n	𝓓	5	
48684	02154031-v	𝓔	5	cruise
48685	02154264-n	𝓕	5	cloven hoof
48686	02156934-a	𝓖	5	shod
48687	02158972-n	𝓗	5	dock
48688	02160135-a	𝓘	5	eyeless
48689	02161457-n	𝓙	5	pollinator
48690	02161758-v	𝓚	5	
48691	02162404-n	𝓛	5	
48692	02162672-v	𝓜	5	
48693	02163616-n	𝓝	5	
48694	02163763-n	𝓞	5	proturan
48695	02164165-a	𝓟	5	portentous
48696	02165105-n	𝓠	5	tiger beetle
48697	02165877-n	𝓡	5	
48698	02166248-v	𝓢	5	
48699	02166436-n	𝓣	5	
48700	02168132-a	𝓤	5	elliptic
48701	02168542-n	𝓥	5	
48702	02171869-n	𝓦	5	
48703	02172296-v	𝓧	5	
48704	02172870-n	𝓨	5	
48705	02173373-n	𝓩	5	
48706	02175791-n	𝓪	5	
48707	02177068-n	𝓫	5	
48708	02177397-a	𝓬	5	
48709	02177755-a	𝓭	5	
48710	02177976-v	𝓮	5	
48711	02178244-n	𝓯	5	
48712	02179279-v	𝓰	5	squelch
48713	02179915-v	𝓱	5	
48714	02180157-a	𝓲	5	
48715	02180262-v	𝓳	5	
48716	02181013-n	𝓴	5	
48717	02182088-a	𝓵	5	
48718	02182642-n	𝓶	5	
48719	02182979-a	𝓷	5	
48720	02183024-v	𝓸	5	
48721	02183353-n	𝓹	5	
48722	02183626-v	𝓺	5	
48723	02184503-v	𝓻	5	
48724	02185187-v	𝓼	5	
48725	02186132-a	𝓽	5	
48726	02186470-a	𝓾	5	
48727	02186580-a	𝓿	5	
48728	02186665-a	𝔀	5	
48729	02187041-v	𝔁	5	
48730	02187073-a	𝔂	5	
48731	02187296-a	𝔃	5	
48732	02187693-v	𝔄	5	
48733	02187699-a	𝔅	5	
48734	02187995-a	𝔇	5	
48735	02188108-a	𝔈	5	
48736	02188198-v	𝔉	5	
48737	02188205-a	𝔊	5	
48738	02190278-a	𝔍	5	
48739	02190786-v	𝔎	5	
48740	02191449-n	𝔏	5	
48741	02193163-n	𝔐	5	
48742	02193612-v	𝔑	5	
48743	02194414-n	𝔒	5	
48744	02195693-n	𝔓	5	
48745	02195996-n	𝔔	5	
48746	02197091-v	𝔖	5	
48747	02197505-v	𝔗	5	
48748	02197629-v	𝔘	5	
48749	02201000-n	𝔙	5	
48750	02201758-n	𝔚	5	
48751	02202509-n	𝔛	5	
48752	02202979-a	𝔜	5	
48753	02203008-n	𝔞	5	
48754	02203739-n	𝔟	5	
48755	02205887-v	𝔠	5	take back
48756	02207942-n	𝔡	5	
48757	02208498-n	𝔢	5	
48758	02209499-v	𝔣	5	
48759	02210754-v	𝔤	5	pawn
48760	02211627-n	𝔥	5	mason bee
48761	02214203-n	𝔦	5	
48762	02215382-a	𝔧	5	unique
48763	02216740-n	𝔨	5	
48764	02217563-n	𝔩	5	
48765	02217695-v	𝔪	5	
48766	02218314-a	𝔫	5	
48767	02218371-n	𝔬	5	
48768	02218759-v	𝔭	5	computerize
48769	02225342-v	𝔮	5	
48770	02226028-a	𝔯	5	
48771	02226172-v	𝔰	5	
48772	02226380-v	𝔱	5	terrace
48773	02226598-n	𝔲	5	
48774	02227119-n	𝔳	5	
48775	02227773-n	𝔴	5	
48776	02228268-v	𝔵	5	
48777	02230615-v	𝔶	5	
48778	02231052-n	𝔷	5	phasmid
48779	02233195-v	𝔸	5	
48780	02233943-n	𝔹	5	
48781	02234551-v	𝔻	5	
48782	02234803-v	𝔼	5	
48783	02235520-a	𝔽	5	
48784	02235549-v	𝔾	5	
48785	02236023-v	𝕀	5	
48786	02239098-v	𝕁	5	
48787	02239347-n	𝕂	5	
48788	02240674-v	𝕃	5	
48789	02240881-v	𝕄	5	
48790	02241184-n	𝕆	5	
48791	02241799-n	𝕊	5	water bug
48792	02241911-v	𝕋	5	
48793	02242049-v	𝕌	5	bootleg
48794	02243209-n	𝕍	5	water boatman
48795	02245555-v	𝕎	5	
48796	02245592-n	𝕏	5	
48797	02246011-n	𝕐	5	
48798	02246296-a	𝕒	5	crenate
48799	02249018-v	𝕓	5	
48800	02249183-a	𝕔	5	
48801	02250464-n	𝕕	5	
48802	02250691-a	𝕖	5	
48803	02250822-n	𝕗	5	mealybug
48804	02256172-n	𝕘	5	psyllid
48805	02256659-a	𝕙	5	
48806	02258487-v	𝕚	5	truncate
48807	02259377-n	𝕛	5	
48808	02260183-n	𝕜	5	
48809	02260730-a	𝕝	5	
48810	02261642-v	𝕞	5	
48811	02261985-a	𝕟	5	liquefiable
48812	02262139-v	𝕠	5	
48813	02263407-a	𝕡	5	gassy
48814	02264021-n	𝕢	5	
48815	02264179-v	𝕣	5	
48816	02264232-n	𝕤	5	doodlebug
48817	02264734-n	𝕥	5	
48818	02265177-n	𝕦	5	
48819	02265471-n	𝕧	5	
48820	02265891-a	𝕨	5	
48821	02266771-a	𝕩	5	
48822	02266864-n	𝕪	5	
48823	02268148-n	𝕫	5	
48824	02268246-v	𝕬	5	
48825	02268881-v	𝕭	5	
48826	02269286-a	𝕮	5	
48827	02269635-a	𝕯	5	
48828	02270782-a	𝕰	5	
48829	02270978-v	𝕱	5	
48830	02271427-n	𝕲	5	
48831	02272670-a	𝕳	5	
48832	02273392-n	𝕴	5	
48833	02275034-v	𝕵	5	hijack
48834	02276000-v	𝕶	5	
48835	02276258-n	𝕷	5	
48836	02277138-v	𝕸	5	
48837	02277663-v	𝕹	5	
48838	02278470-v	𝕺	5	
48839	02278980-n	𝕻	5	purple emperor
48840	02280018-v	𝕼	5	
48841	02280821-a	𝕽	5	
48842	02281787-n	𝕾	5	lycaenid
48843	02282651-a	𝕿	5	
48844	02283617-n	𝖀	5	miller
48845	02285359-n	𝖁	5	
48846	02286027-v	𝖂	5	
48847	02286083-a	𝖃	5	
48848	02286815-n	𝖄	5	
48849	02287004-n	𝖅	5	geometrid
48850	02287636-a	𝖆	5	
48851	02288268-n	𝖇	5	looper
48852	02288656-v	𝖈	5	
48853	02289151-a	𝖉	5	octosyllabic
48854	02292004-v	𝖊	5	
48855	02292401-n	𝖋	5	
48856	02293732-v	𝖌	5	
48857	02294761-n	𝖍	5	
48858	02296021-n	𝖎	5	
48859	02299110-v	𝖏	5	subscribe
48860	02299189-a	𝖐	5	amyloid
48861	02299801-v	𝖑	5	
48862	02301072-n	𝖒	5	
48863	02301935-n	𝖓	5	
48864	02302822-a	𝖔	5	
48865	02304657-n	𝖕	5	
48866	02305245-n	𝖖	5	
48867	02306874-a	𝖗	5	
48868	02307993-v	𝖘	5	
48869	02308275-v	𝖙	5	
48870	02309668-a	𝖚	5	adrenocorticotropic
48871	02310371-a	𝖛	5	
48872	02312318-v	𝖜	5	
48873	02313360-n	𝖝	5	
48874	02313709-n	𝖞	5	
48875	02314001-n	𝖟	5	
48876	02314717-n	𝖠	5	
48877	02315421-v	𝖡	5	
48878	02316366-a	𝖢	5	hooked
48879	02316992-a	𝖣	5	
48880	02317212-n	𝖤	5	
48881	02317289-v	𝖥	5	
48882	02317653-n	𝖦	5	
48883	02317800-a	𝖧	5	
48884	02318403-v	𝖨	5	
48885	02319129-a	𝖩	5	
48886	02319669-v	𝖪	5	
48887	02319967-n	𝖫	5	
48888	02320078-v	𝖬	5	
48889	02320117-a	𝖭	5	
48890	02320442-a	𝖮	5	unaccented
48891	02320465-n	𝖯	5	sea lily
48892	02322047-n	𝖰	5	
48893	02322512-a	𝖱	5	
48894	02323449-n	𝖲	5	
48895	02323902-n	𝖳	5	
48896	02325642-a	𝖴	5	
48897	02325722-n	𝖵	5	
48898	02326355-v	𝖶	5	
48899	02328270-n	𝖷	5	
48900	02328297-a	𝖸	5	
48901	02329355-a	𝖹	5	
48902	02331960-n	𝖺	5	
48903	02332704-a	𝖻	5	self-made
48904	02333190-n	𝖼	5	
48905	02333368-n	𝖽	5	
48906	02333819-n	𝖾	5	
48907	02335393-a	𝖿	5	
48908	02336759-a	𝗀	5	
48909	02336826-n	𝗁	5	
48910	02337329-a	𝗂	5	
48911	02338629-v	𝗃	5	gas up
48912	02338722-n	𝗄	5	
48913	02340003-a	𝗅	5	superordinate
48914	02340247-v	𝗆	5	shoe
48915	02341475-n	𝗇	5	water vole
48916	02342309-a	𝗈	5	
48917	02342422-v	𝗉	5	vitaminize
48918	02342778-a	𝗊	5	
48919	02343058-n	𝗋	5	
48920	02343487-n	𝗌	5	
48921	02344918-n	𝗍	5	
48922	02346351-a	𝗎	5	
48923	02347447-v	𝗏	5	
48924	02348140-a	𝗐	5	second-class
48925	02348173-n	𝗑	5	
48926	02349604-a	𝗒	5	
48927	02349980-n	𝗓	5	
48928	02354162-n	𝗔	5	
48929	02354536-v	𝗕	5	
48930	02354781-n	𝗖	5	
48931	02354922-v	𝗗	5	
48932	02356381-n	𝗘	5	
48933	02357693-v	𝗙	5	
48934	02358655-v	𝗚	5	
48935	02359228-v	𝗛	5	
48936	02361540-a	𝗜	5	
48937	02361600-v	𝗝	5	
48938	02361850-n	𝗞	5	
48939	02362499-a	𝗟	5	
48940	02363245-n	𝗠	5	
48941	02363351-n	𝗡	5	
48942	02364721-a	𝗢	5	
48943	02365142-a	𝗣	5	
48944	02365824-v	𝗤	5	flay
48945	02365900-a	𝗥	5	
48946	02366078-a	𝗦	5	
48947	02367131-n	𝗧	5	
48948	02367319-a	𝗨	5	
48949	02367477-a	𝗩	5	
48950	02370131-v	𝗪	5	
48951	02370525-n	𝗫	5	
48952	02372118-a	𝗬	5	
48953	02372251-n	𝗭	5	
48954	02372397-n	𝗮	5	
48955	02372520-a	𝗯	5	
48956	02373578-v	𝗰	5	steamroller
48957	02375302-n	𝗱	5	
48958	02375592-n	𝗲	5	
48959	02376135-n	𝗳	5	
48960	02377764-v	𝗴	5	
48961	02378851-v	𝗵	5	
48962	02378950-v	𝗶	5	
48963	02380335-n	𝗷	5	
48964	02381089-a	𝗸	5	
48965	02381951-v	𝗹	5	
48966	02382396-a	𝗺	5	
48967	02383709-a	𝗻	5	
48968	02385813-v	𝗼	5	cast
48969	02386125-a	𝗽	5	
48970	02386224-n	𝗾	5	
48971	02386853-n	𝗿	5	
48972	02387346-n	𝘀	5	
48973	02387722-n	𝘁	5	
48974	02389815-v	𝘂	5	
48975	02389946-a	𝘃	5	
48976	02390569-a	𝘄	5	
48977	02390640-n	𝘅	5	
48978	02390938-n	𝘆	5	dziggetai
48979	02391508-n	𝘇	5	
48980	02391650-v	𝘈	5	
48981	02392134-a	𝘉	5	
48982	02392961-v	𝘊	5	
48983	02393894-v	𝘋	5	
48984	02394445-v	𝘌	5	
48985	02396911-a	𝘍	5	
48986	02401305-n	𝘎	5	
48987	02401863-a	𝘏	5	
48988	02402078-a	𝘐	5	
48989	02403671-a	𝘑	5	
48990	02404028-n	𝘒	5	maverick
48991	02405805-a	𝘓	5	suspenseful
48992	02406640-a	𝘔	5	
48993	02406749-n	𝘕	5	Jersey
